estado;alta;ruc;cliente;ubigeo;direccion;tamaño;actividad;ms_us;latitud;longitud
Vigente;2/03/2024;20521469413;M Y R DIAGNOSTICOS S.A.C.;Lima Lima El Agustino;av jose carlos mariategui 2008;Micro Empresa;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;US;-12.0391177;-76.9970392
Vigente;1/03/2024;20606837641;DECORAX S.A.C.;Lima Lima San Martín de Porres;ALFREDO MENDIOLA 721;Pequeña Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.0230999;-77.0593564
Vigente;1/03/2024;20494961335;ASESORES FINANCIEROS DEL PERU S.A.C.;Lima Lima Miraflores;CANTUARIAS NRO. 270;Micro Empresa;"ACTIVIDADES DE CONTABILIDAD TENEDURIA DE LIBROS Y AUDITORIA; CONSULTORIA FISCAL";US;-12.121334;-77.0270995
Vigente;28/02/2024;20545456819;ELECTRONICA SAN MIGUEL SOCIEDAD ANONIMA CERRADA   ELECTRONICA SAN MIGUEL S.A.C.;Lima Lima San Miguel;AV. LA MARINA NRO. 2981;Pequeña Empresa;REPARACION DE APARATOS ELECTRONICOS DE CONSUMO;US;-12.0764436;-77.0960838
Vigente;28/02/2024;20517474704;VARGAS PAREJA ABOGADOS & CONSULTORES S.A.C.;Lima Lima San Isidro;.CARLOS ENRIQUE FERREYROS 377  SAN ISIDRO;Micro Empresa;ACTIVIDADES JURIDICAS;US;-12.09131473;-77.01181931
Vigente;27/02/2024;20153361968;UNITED TRADING S.A.C.;Lima Lima San Martín de Porres;AV. ANTUÑEZ DE MAYOLO NRO. 2451;Pequeña Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;US;-12.0030627;-77.0922039
Vigente;28/02/2024;20503258901;MAQUINARIA NACIONAL S.A.C. PERU;Lima Lima La Molina;Av. Javier Prado Este N° 5710. Mz C Lt 20. Urb. La Fontana / La Molina - LIMA;ND;VENTA DE VEHICULOS AUTOMOTORES;US;-12.0730375;-76.9591406
Vigente;29/02/2024;20605430270;AURA MEDIC S.A.C.;Lima Lima Santiago de Surco;AV. ALFREDO BENAVIDES NRO. 2848 - MIRAFLORES;ND;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.1285432;-77.0045542
Vigente;28/02/2024;20600222385;PROCESS & TECHNOLOGIC SOLUTIONS GROUP S.A.C.   PROTECSOL S.A.C.;Lima Lima Pueblo Libre;CALLE ZARAGOZA 427 - 431;Micro Empresa;OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS NO CLASIFICADOS PREVIAMENTE;US;-12.0683076;-77.0653326
Vigente;28/02/2024;20511091986;ODIN TECH S.A.C.;Lima Lima San Borja;CAL.LOPEZ DE AYALA NRO. 183;Micro Empresa;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;US;-12.1004528;-77.0037958
Vigente;13/03/2024;20518866231;SIDERIS S.A.C.;Lima Lima Ate;VIA DE EVITAMIENTO NRO. 1784;Micro Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.0636613;-76.9708319
Vigente;29/02/2024;20606152176;BARUCH MEDICAL SOCIEDAD ANONIMA CERRADA   BARUCH MEDICAL S.A.C.;Lima Lima Santiago de Surco;del pinar 110 su;Pequeña Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.1126145;-76.9892775
Vigente;29/02/2024;20544711653;INGENIERIA TRIPLE E S.A.C.;Lima Lima Carabayllo;AV. CHIMPU OCLLO ISABEL MZA. I2 LOTE. 20 URB. RESID. LUCYANA LIMA - LIMA - CARABAYLLO;Pequeña Empresa;FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL NO CLASIFICADOS PREVIAMENTE;US;-11.8892125;-77.0425781
Vigente;29/02/2024;20606911875;SERVICIOS DE VIGILANCIA Y PREVENCION DE SALUD S.A.C.;Lima Lima La Molina;los viñedos 185 1er piso dpto A - La Molina;Pequeña Empresa;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;US;-12.0686474;-76.9619094
Vigente;29/02/2024;20414886206;PROMOTORA NUESTRA SENORA DEL ROSARIO SAC;Lima Lima San Juan de Lurigancho;AV. SAN MARTIN 641 URB CANTO GRANDE, SAN JUAN DE LURIGANCHO;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;US;-11.9769276;-76.9937019
Vigente;27/03/2024;20416074161;AMERICAN RENTA CAR S.A.C.;Lima Lima La Victoria;AV. NICOLAS ARRIOLA NRO. 565;Mediana Empresa;TRANSPORTE DE CARGA POR CARRETERA;US;-12.0844049;-77.0149682
Vigente;1/03/2024;20462379863;CORPORACION EDUCATIVA JESUS MI REDENTOR E.I.R.L.;Lima Lima Villa María del Triunfo;AV. SANTA ROSA NRO. 200, villa;Micro Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-12.199283;-76.92820783
Vigente;29/02/2024;20604891788;MULTIDENT CLINICAS DENTALES S.A.C.;Lima Lima Miraflores;AV. LA MERCED 227 MIRAFLORES;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.12738426;-77.0093128
Vigente;29/02/2024;20607108600;EQUIPOX PROVEEDORES SAC;Lima Lima San Miguel;CAL.JOSE CASIMIRO ULLOA 110 URB. LAS LEYENDAS;Micro Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.0714222;-77.0880697
Vigente;29/02/2024;20603228155;CORPORACION C & Y S.A.C.;Lima Lima Villa María del Triunfo;AV. AV VILLA MARIA NRO. 572 INT. 311 OTR. VILLA MARIA;Micro Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.1638736;-76.946785
Vigente;29/02/2024;10063880162;JESUS EDGARDO OCHOA ZAVALETA;Lima Lima Barranco;JR. MEDRANO SILVA 401, BARRANCO;ND;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.1348847;-77.0200463
Vigente;27/02/2024;20109045871;DISTRIBUIDORA KIKO S.A.;Lima Lima San Juan de Lurigancho;AV. PORTADA DEL SOL NRO. 440 SAN JUAN;Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.0241753;-76.9966396
Vigente;27/02/2024;20101766382;MR & ASOCIADOS S.A.C.;Lima Lima Chorrillos;costa azul 350;Pequeña Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.1750846;-77.0174257
Vigente;26/02/2024;20557606328;CONSORCIO EPC;Lima Lima Cercado de Lima;Avenida República de Venezuela 2689, Cercado de Lima, Perú;Pequeña Empresa;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;US;-12.0582511;-77.0690221
Vigente;27/02/2024;20601828139;MISTI CONSULTORES SOCIEDAD ANONIMA CERRADA   MISCON S.A.C.;Lima Lima La Molina;CALLE PURUCHUCO 245 URB. PORTADA DEL SOL ET. TRES - LA MOLINA;Micro Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.1113575;-76.9368659
Vigente;27/02/2024;20545456819;ELECTRONICA SAN MIGUEL SOCIEDAD ANONIMA CERRADA   ELECTRONICA SAN MIGUEL S.A.C.;Lima Lima San Miguel;AV. ELMER FAUCETT NRO. 319A;Pequeña Empresa;REPARACION DE APARATOS ELECTRONICOS DE CONSUMO;US;-12.0680772;-77.0978451
Vigente;28/02/2024;20551159150;SOCIEDAD EDUCATIVA PUENTE PIEDRA S.A.C.;Lima Lima Puente Piedra;Av. Las Cascadas Mz. D Lt. 3 Asoc. Vivienda Leoncio Prado Oeste, Zapallal;Pequeña Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-11.8395125;-77.1102656
Vigente;28/02/2024;20609081881;INSTITUCIÓN EDUCATIVA NO 2070 NUESTRA SEÑORA DEL CARMEN;Lima Lima Independencia;Av. Los Alisos 347, Independencia 15311, Perú;ND;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;US;-11.9838737;-77.061888
Vigente;27/02/2024;20555414341;INVERSIONES BRADA R.B. E.I.R.L.;Lima Lima San Luis;AV. AGUSTIN DE LA ROSA TORO NRO. 933 URB. VILLA JARDIN;Micro Empresa;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;US;-12.0799503;-76.99365504
Vigente;28/02/2024;20606524278;CONSORCIO LA UNION;Lima Lima Jesús María;JR. PABLO BERMUDEZ NRO. 214;ND;;US;-12.0723901;-77.0377135
Vigente;29/02/2024;20511600023;INKA CASH SOCIEDAD ANONIMA CERRADA . .;Lima Lima Pueblo Libre;AV SUCRE 683;Pequeña Empresa;OTROS TIPOS DE INTERMEDIACION MONETARIA;US;-12.077815;-77.0646989
Vigente;28/02/2024;20130461311;JEBES Y ANEXOS S.R.LTDA.;Lima Lima Ate;ANTA ROSA NRO. 668;Pequeña Empresa;FABRICACION DE OTROS PRODUCTOS DE CAUCHO;US;-12.0697772;-76.9808991
Vigente;29/02/2024;20503288053;HOME FILTER E.I.R.L.;Lima Lima Ate;MZA. D LOTE. 34 URB. LOS ANGELES (SECTOR D ALTURA PARADERO LOS ANGELES);Micro Empresa;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-12.03520995;-76.92962967
Vigente;27/02/2024;20537583046;CONSTRUCTORA E INMOBILIARIA NUEVA ACROPOLIS S.A.C.;Lima Lima Surquillo;AVIACION 3944;Pequeña Empresa;CONSTRUCCION DE EDIFICIOS;US;-12.1149092;-76.999687
Vigente;27/02/2024;20515785036;SERVICIOS MEDICOS MIDA SALUD SOCIEDAD ANONIMA CERRADA   SERVICIOS MEDICOS MIDA SALUD SAC;Lima Lima Ate;BARTOLOME RUIZ 263, ATE;Micro Empresa;ACTIVIDADES DE ATENCION DE ENFERMERIA EN INSTITUCIONES;US;-12.0782167;-76.9826339
Vigente;24/02/2024;20536678566;C & S DON BOSCO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;Lima Lima Cercado de Lima;JR. PARURO NRO. 1196;Micro Empresa;VENTA AL POR MENOR DE APARATOS ELECTRICOS DE USO DOMESTICO MUEBLES EQUIPO DE ILUMINACION Y OTROS ENSERES EN COMERCIOS ESPECIALIZADOS;US;-12.0547628;-77.0255596
Vigente;27/02/2024;20543844161;SOLUCIONES DE DATA Y TECNOLOGIA S.R.L.;Lima Lima San Isidro;AV JAVIER PRADO este 560;Micro Empresa;VENTA AL POR MAYOR DE ORDENADORES EQUIPO PERIFERICO Y PROGRAMAS DE INFORMATICA;US;-12.091734;-77.02778
Vigente;26/02/2024;20414886206;PROMOTORA NUESTRA SENORA DEL ROSARIO SAC;Lima Lima San Juan de Lurigancho;AV. SAN MARTIN 641 URB. CANTO GRANDE, SAN JUAN DE LURIGANCHO;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;US;-11.9769276;-76.9937019
Vigente;24/02/2024;20509322148;SG CONTADORES CONSULTORES S.A.C;Lima Lima San Isidro;CAL.GERMAN SCHEREIBER NRO. 210 INT. 801 URB. SANTA ANA;Micro Empresa;"ACTIVIDADES DE CONTABILIDAD TENEDURIA DE LIBROS Y AUDITORIA; CONSULTORIA FISCAL";US;-12.095803;-77.023575
Vigente;24/02/2024;20108669366;CORPORACION PERUANA DE AUDITORES TRIBUTARISTAS Y CONSULTORES CONTABLES SAC;Lima Lima La Molina;AV. MELGAREJO NRO. 457;Pequeña Empresa;"ACTIVIDADES DE CONTABILIDAD TENEDURIA DE LIBROS Y AUDITORIA; CONSULTORIA FISCAL";US;-12.0701339;-76.9378366
Vigente;27/02/2024;20523338570;SISC PERU S.A.C. . .;Lima Lima San Martín de Porres;JOSE GRANDA 3118 COO. AMA KELLA 1RA ET. - SAN MARTIN DE PORRES;Micro Empresa;CONSULTORIA DE INFORMATICA Y GESTION DE INSTALACIONES INFORMATICAS;US;-12.0248491;-77.0782741
Vigente;28/02/2024;20608832069;SUMMER ISLAND S.A.C.;Lima Lima La Victoria;jr. sebastian barranca 1582 la  victoria;ND;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO;US;-12.0666557;-77.013578
Vigente;26/02/2024;20600891112;INVERSIONES LUIS EXPRESS S.A.C.;Lima Lima San Juan de Lurigancho;AV. SAN MARTIN 648 URB. CANTO GRANDE, SAN JUAN DE LURIGANCHO;Micro Empresa;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-11.977215;-76.9942323
Vigente;26/02/2024;20522747298;OLEOHIDRAULICS SERVICES S.A.C.;Lima Lima La Victoria;Gutierrez Noriega 185, La Victoria 15034;Mediana Empresa;REPARACION DE MAQUINARIA;US;-12.0745775;-77.0150189
Vigente;24/02/2024;20611429241;D LA NOIRE S.A.C.;Callao Prov. Const. del Callao Bellavista;Calle las lilas 105 int 2, Urb. Jardines Viru, Bellavista, Callao;Pequeña Empresa;OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE;US;-12.0593058;-77.097731
Vigente;26/02/2024;20522151611;NAVAL RADIO PERU S.A.C.;Lima Lima Miraflores;Calle Alcanfores 142 Miraflores;Pequeña Empresa;REPARACION DE EQUIPO DE TRANSPORTE EXCEPTO VEHICULOS AUTOMOTORES;US;-12.120976;-77.027913
Vigente;26/02/2024;20556135089;LC RADIOLOGY IMAGING SAC;Lima Lima Ate;JR. BUENOS AMIGOS 184, ATE;Pequeña Empresa;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;MS;-12.0523807;-76.95281789
Vigente;26/02/2024;20519388104;TINTORERIA PERU COLOR SAC;Lima Lima San Juan de Lurigancho;CAL.16 S/N MZA. F LOTE. 4-A1 CAMPOY;Pequeña Empresa;FABRICACION DE TEJIDOS DE PUNTO Y GANCHILLO;US;-12.01909188;-76.95597818
Vigente;29/02/2024;20509234958;AGILE WORKS S.R.L.;Lima Lima Miraflores;CALLE BOLIVAR 270 INT 705 EDIFICIO OFFICE TOWER;Pequeña Empresa;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;US;-12.1259416;-77.0272853
Vigente;24/02/2024;20492849937;SOCIEDAD EDUCATIVA INGENIERIA LOS CEDROS DE VILLA SAC;Lima Lima Chorrillos;ALAMEDA SAN MARCOS PARCELA I1-E MZ A-G, LOTE 01 - CHORRILLOS;Micro Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-12.1951375;-77.0133906
Vigente;26/02/2024;20101876137;IMPORTACIONES Y SERVICIOS GERMANIA S.A. . .;Lima Lima Surquillo;JOSE MANUEL ITURREGUI 631;Mediana Empresa;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-12.1124949;-77.0194052
Vigente;27/02/2024;20101876137;IMPORTACIONES Y SERVICIOS GERMANIA S.A. . .;Lima Lima Barranco;JIRON PROGRESO 100 BARR;Mediana Empresa;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-12.1408287;-77.0167172
Vigente;23/02/2024;20604310335;AD TECHNOLOGY CAD CAM DENTAL SOCIEDAD ANONIMA CERRADA   TECADCAM S.A.C.;Lima Lima Santiago de Surco;Loma de los Suspiros 258, Surco, Perú;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.1368375;-76.9858402
Vigente;28/02/2024;20111981044;SUPPLIES CORPORATION DEL PERU SA;Lima Lima Cercado de Lima;JR. TEODORO CARDENAS NRO. 120 URB. SANTA BEATRIZ;Pequeña Empresa;VENTA AL POR MAYOR DE ORDENADORES EQUIPO PERIFERICO Y PROGRAMAS DE INFORMATICA;US;-12.0779692;-77.0363325
Vigente;26/02/2024;20550240221;GEOENGINEERING SERVICES & CONSULTING E.I.R.L. . .;Lima Lima Miraflores;CAL.ALMIRANTE LORD NELSON NRO. 161 URB. CHACARILLA SANTA CRUZ SANTA ISABEL;Micro Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.1102875;-77.0380156
Vigente;24/02/2024;20506050945;COLEGIO PRIVADO BELLA UNION E.I.R.L.;Callao Prov. Const. del Callao Callao;Huancavelica 286, Callao 07026;Micro Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-12.04575245;-77.11341251
Vigente;26/02/2024;20293095664;FITOVIT SOCIEDAD ANONIMA CERRADA;Lima Lima Chorrillos;JR. JULIO VEGA SOLIS NRO. 333;Pequeña Empresa;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NO CLASIFICADOS PREVIAMENTE;US;-12.1745852;-77.0176915
Vigente;26/02/2024;20600169841;GRUPO INMOBILIARIO IMAGEN S.A.C.;Lima Lima San Isidro;AV. CANAVAL Y MOREYRA NRO. 290;Pequeña Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.0973732;-77.023274
Vigente;27/02/2024;20605546669;TIME JOBS PERU S.A.C.;Lima Lima San Isidro;CAL.GERMAN SCHREIBER NRO. 210;Micro Empresa;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NO CLASIFICADOS PREVIAMENTE;US;-12.0955495;-77.0235439
Vigente;23/02/2024;10077482828;MONICA DEL ROSARIO BRIGIDA REYES PEREZ;Lima Lima La Victoria;JR. LUIS GIRIBALDI NRO. 430;Micro Empresa;ACABADO DE PRODUCTOS TEXTILES;US;-12.0634244;-77.0169646
Vigente;22/02/2024;20601296820;DOMOKANE S.A.C.;Callao Prov. Const. del Callao Callao;AV. DOMINICOS MZA. A LOTE. 1 , CALLAO;Pequeña Empresa;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS;US;-12.0070368;-77.099051
Vigente;22/02/2024;20520994638;CORPORACION ELECTRO   MEDICA INGENIEROS S.A.C.;Lima Lima Breña;JR. PICHINCHA NRO. 448;Micro Empresa;OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS NO CLASIFICADOS PREVIAMENTE;US;-12.0626618;-77.0462707
Vigente;23/02/2024;20600712510;ADVANCED METROLOGY SALES S.A.C.;Lima Lima Cercado de Lima;Jr Aristides Del carpio 1626 urb. Los Cipreses;Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.0558143;-77.0480247
Vigente;23/02/2024;20117925375;COLEGIO DE ENFERMEROS DEL PERU;Lima Lima Lince;Jr León Velarde 890;Mediana Empresa;ACTIVIDADES DE ASOCIACIONES PROFESIONALES;US;-12.0835472;-77.0435994
Vigente;23/02/2024;20111767981;ORGANIZACION NEGOCIOS GENERALES S A;Lima Lima Breña;JR. HUANCABAMBA NRO. 1711;Micro Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.06597;-77.055738
Vigente;27/02/2024;20102234236;CONFECCIONES NUNU S.A.C.;Lima Lima San Juan de Lurigancho;AV LURIGANCHO NRO. 1400;Pequeña Empresa;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO;US;-12.01875045;-76.98769593
Vigente;23/02/2024;20602808620;ESTUDIO CABRERA  CUNZA & DE LA TORRE   ABOGADOS CONSULTORES SOCIEDAD ANONIMA CERRADA ESTUDIO CCD SAC;Lima Lima San Isidro;AVENIDA PARDO Y ALIAGA 640 SAN ISIDRO;Micro Empresa;ACTIVIDADES JURIDICAS;US;-12.106476;-77.038553
Vigente;23/02/2024;20167320288;CE PARROQUIAL NUESTRA SRA DE LA MERCED;Lima Lima Cercado de Lima;JR. PEREZ DE TUDELA 2474, URB. MIRONES BAJO, CERCADO DE LIMA;Mediana Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-12.0360386;-77.0728924
Vigente;28/02/2024;20543424545;ADVANCED CONSULTING ENGINEERS BUSINESS GROUP PERU S.A.C.;Lima Lima Miraflores;CALLE BOLIVAR 270 INT. 502 EDIFICIO OFFICE TOWER;Micro Empresa;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NO CLASIFICADOS PREVIAMENTE;US;-12.1259416;-77.0272853
Vigente;28/02/2024;20607074195;MASTER LEGIS ABOGADOS Y ASOCIADOS S.A.C.;Lima Lima Los Olivos;NRO. P.2 INT. 2 URB. LOS JAZMINES DE NARANJAL G 12 LIMA - LIMA - LOS OLIVOS;ND;ACTIVIDADES JURIDICAS;US;-11.9810562;-77.0825056
Vigente;22/02/2024;10321113244;YAMIRY VERONICA JULCA SANCHEZ;Lima Lima Carabayllo;Av Caudivilla Mz T1 Lts 2-10;Pequeña Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-11.8874375;-77.0368125
Vigente;22/02/2024;10321113244;YAMIRY VERONICA JULCA SANCHEZ;Lima Lima Carabayllo;Av Caudivilla Mz T1 Lts 2-10;Pequeña Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-11.88738501;-77.03684469
Vigente;28/02/2024;20609035588;SONDEOS Y GEOTECNIA PERÚ S.A.C.;Lima Lima Miraflores;Calle Bolivar N° 270;Micro Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.1259416;-77.0272853
Vigente;22/02/2024;20601668433;3R INGENIERIA S.A.C.;Lima Lima Pueblo Libre;CALLE GRANADA 497 URB. SAN MARTIN, PUEBLO LIBRE;Pequeña Empresa;VENTA AL POR MAYOR DE EQUIPO PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES;US;-12.0696299;-77.0666436
Vigente;23/02/2024;20530811001;NEVADA ENTRETENIMIENTOS S.A.C.;Lima Lima La Victoria;Av. Manco Capac 1000 La Victoria, Lima;Gran Empresa;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS;US;-12.0703257;-77.0285426
Vigente;28/02/2024;20601091837;MOREYRA INGENIEROS ASOCIADOS S.A.C.;Lima Lima Miraflores;AVENIDA Alfredo Benavides 1238;Pequeña Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.126406;-77.019731
Vigente;28/02/2024;20108236842;TENMINSTE S.A.C.;Lima Lima Miraflores;CALLE BOLIVAR 270 INT 203 EDIFICIO OFFICE TOWER;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.1259416;-77.0272853
Vigente;27/02/2024;20600462483;PAS PERU S.A.C.;Lima Lima Miraflores;AVENIDA Alfredo Benavides 1238;Pequeña Empresa;"ACTIVIDADES DE CONTABILIDAD TENEDURIA DE LIBROS Y AUDITORIA; CONSULTORIA FISCAL";US;-12.126406;-77.019731
Vigente;21/02/2024;20601590825;SUMAC CAPITAL S.A.C.;Lima Lima San Isidro;AV JAVIER PRADO este 560;Pequeña Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.091734;-77.02778
Vigente;20/02/2024;20510247028;GLOBAL CALL CENTER S.A.C.;Lima Lima La Victoria;CAL.JOSE BAZZOCHI NRO. 361;Pequeña Empresa;ACTIVIDADES DE AGENCIAS DE COBRO Y AGENCIAS DE CALIFICACION CREDITICIA;US;-12.0824214;-77.0228649
Vigente;20/02/2024;20517352773;LERACOM S.A.C.;Lima Lima Comas;CALLE LOS GIRASOLES 416 COM;Micro Empresa;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;US;-11.9003994;-77.0559808
Vigente;20/02/2024;20544943783;ECKOGRIF GRIFERIAS Y ACCESORIOS S.A.C.   ECKOGRIF S.A.C. . .;Lima Lima Ate;LAS ISA;Micro Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.02348328;-76.9350542
Vigente;20/02/2024;20537474344;IMPORTADORA MEXICO E.I.R.L.;Lima Lima La Victoria;AV MEXICO 1190, LA;ND;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-12.07393236;-77.01764259
Vigente;20/02/2024;20414654097;ORGANIZACION EDUCATIVA PRIVADA SAN JOSE Y EL REDENTOR SAC O E P SJR SAC;Lima Lima Surquillo;Calle Los Halcones 654;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;US;-12.1024998;-77.0193377
Vigente;20/02/2024;20136717881;COLEGIO PARROQUIAL NIÑO JESUS DE PRAGA;Lima Lima Chorrillos;alejandro iglesias 451;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;US;-12.1674216;-77.0246686
Vigente;20/02/2024;20136717881;COLEGIO PARROQUIAL NIÑO JESUS DE PRAGA;Lima Lima Chorrillos;av guardia peruana 1081;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;MS;-12.1813251;-77.0009816
Vigente;20/02/2024;20136717881;COLEGIO PARROQUIAL NIÑO JESUS DE PRAGA;Lima Lima Chorrillos;cipriano rivas 152 chor;Pequeña Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;US;-12.16892433;-77.02499689
Vigente;21/02/2024;20562955853;SPORT LIFE PERU S.A.C.;Lima Lima La Victoria;CAL.MIGUEL DASSO NRO. 406 URB. BALCONCILLO LIMA - LIMA - LA VICTORIA;Pequeña Empresa;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO;US;-12.077396;-77.0184717
Vigente;21/02/2024;20603249829;SEGURIDAD ELECTRICA PM S.A.C.;Callao Prov. Const. del Callao Bellavista;CAL.6D NRO. 274;Pequeña Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.05880909;-77.10590498
Vigente;21/02/2024;20101053157;ASESORIA Y REPRESENTACIONES S.A.;Lima Lima San Isidro;calle coronel odriozola 505;Pequeña Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.0975926;-77.0298153
Vigente;24/02/2024;20602191045;CENTRO DE INSPECCIONES TECNICO VEHICULARES GRUPO J J SOCIEDAD ANONIMA CERRADA;Lima Lima Santa Anita;AV. LOS RUISEÑORES 361, SANTA ANITA;Pequeña Empresa;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;US;-12.05022103;-76.96705127
Vigente;21/02/2024;20519422302;REPUESTERA LAS AMERICAS EIRL;Lima Lima La Victoria;AV parinacochas 1703;ND;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-12.0761195;-77.016622
Vigente;21/02/2024;20603122519;NEXINNS E.I.R.L.;Lima Lima Ate;CALLE ALMEIRA NRO. 121 - ATE;ND;CONSULTORIA DE INFORMATICA Y GESTION DE INSTALACIONES INFORMATICAS;US;-12.054252;-76.9434312
